",customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate"
"101012,sao paulo,SP,2017-11-21 23:18:44,2017-11-22 23:26:17,2017-11-24 16:58:55,2017-11-27 19:47:41,2017-12-01,5,,,2017-11-28 00:00:00,2017-11-29 04:44:15,2017-11-28 23:26:17,13.6,8.72,38.0,137.0,1.0,700.0,2,voucher,1,0.15,sao paulo,SP,pet_shop,Home & Garden,4096.0,10,6,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"43146,sao carlos,SP,2018-03-01 07:23:38,2018-03-02 07:29:04,2018-03-10 00:11:31,2018-03-19 22:51:44,2018-03-21,5,,O produto é bom e foi entregue no prazo previsto,2018-03-20 00:00:00,2018-03-22 13:01:03,2018-03-09 07:29:04,271.99,18.61,60.0,270.0,1.0,8050.0,1,credit_card,8,290.6,ibitinga,SP,bed_bath_table,Furniture,48125.0,20,18,9,Late,OnTime/Early,Neutral,Neutral,Fast"
"22302,caucaia,CE,2017-05-11 17:36:31,2017-05-11 17:45:21,2017-05-15 05:55:50,2017-05-26 19:08:04,2017-06-08,5,,,2017-05-27 00:00:00,2017-05-28 02:52:58,2017-05-17 17:45:21,148.75,36.36,25.0,1875.0,2.0,700.0,1,credit_card,2,185.11,sao joao del rei,MG,sports_leisure,Entertainment,10800.0,28,15,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"12450,limeira,SP,2017-06-20 12:05:42,2017-06-20 12:24:21,2017-06-20 15:03:13,2017-06-28 14:12:04,2017-07-12,5,,,2017-06-29 00:00:00,2017-06-30 12:50:10,2017-06-26 12:24:21,54.99,16.14,39.0,988.0,4.0,800.0,1,credit_card,1,71.13,jacutinga,MG,auto,Electronics,2560.0,22,8,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"51707,sao paulo,SP,2018-07-12 15:03:20,2018-07-12 15:15:19,2018-07-18 16:23:00,2018-07-23 19:56:28,2018-08-09,5,Ótimo preço,A entrega poderia ser em 5 dias. O preço compensa.,2018-07-24 00:00:00,2018-07-28 22:39:03,2018-07-24 15:15:19,133.9,14.28,54.0,850.0,1.0,125.0,1,credit_card,6,148.18,maringa,PR,cool_stuff,Fashion,2304.0,28,11,5,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast"
"67622,jundiai,SP,2018-02-05 07:13:25,2018-02-07 02:35:46,2018-02-08 15:05:08,2018-02-19 20:58:52,2018-03-01,4,,recebi o produto antes do prazo de entrega e sem intercorrências,2018-02-20 00:00:00,2018-02-20 09:29:52,2018-02-13 02:35:46,99.0,12.19,26.0,567.0,1.0,283.0,1,boleto,1,111.19,guariba,SP,watches_gifts,Electronics,2808.0,24,14,11,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"39440,sao paulo,SP,2018-02-19 16:48:57,2018-02-19 17:50:26,2018-02-22 15:07:34,2018-03-19 20:08:44,2018-03-14,3,,""Até agora não recebi, tem coisas que chega atrasada. Outras chegam no prazo certo. As toalhas estão atrasada."",2018-03-16 00:00:00,2018-03-16 12:34:24,2018-02-23 17:50:26,84.44,17.84,37.0,1049.0,1.0,2150.0,1,credit_card,2,102.28,brusque,SC,bed_bath_table,Furniture,15548.0,23,28,25,OnTime/Early,Late,Neutral,Slow,Slow"
"39244,florianopolis,SC,2018-01-09 10:15:09,2018-01-09 10:29:34,2018-01-10 20:23:07,2018-01-24 17:54:57,2018-02-02,5,,Recomendo rápida entrega,2018-01-25 00:00:00,2018-01-26 00:11:50,2018-01-15 10:29:34,38.99,16.11,55.0,626.0,2.0,650.0,1,credit_card,2,55.1,ibitinga,SP,bed_bath_table,Furniture,2560.0,24,15,14,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"102746,brumado,BA,2017-12-11 16:30:46,2017-12-11 16:39:31,2017-12-20 16:18:46,2018-01-02 20:12:10,2018-01-12,5,,,2018-01-03 00:00:00,2018-01-03 22:44:08,2017-12-15 16:39:31,79.99,17.0,57.0,2298.0,1.0,500.0,1,credit_card,10,193.98,ribeirao pires,SP,food_drink,Food & Drinks,8000.0,32,22,13,Late,OnTime/Early,Slow,Neutral,Fast"
"94589,ararangua,SC,2018-08-04 19:32:38,2018-08-05 19:25:14,2018-08-08 15:01:00,2018-08-21 00:41:39,2018-09-03,5,,,2018-08-22 00:00:00,2018-08-22 11:15:49,2018-08-09 19:25:14,170.0,53.54,58.0,1500.0,4.0,700.0,1,voucher,1,223.54,lauro de freitas,BA,telephony,Electronics,10080.0,30,17,13,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"8813,rio de janeiro,RJ,2017-04-17 22:17:24,2017-04-18 22:25:18,2017-04-19 15:40:16,2017-04-27 14:51:43,2017-05-10,5,,,2017-04-28 00:00:00,2017-04-30 21:18:57,2017-04-25 22:25:18,79.9,18.84,63.0,635.0,10.0,1300.0,1,credit_card,9,98.74,uba,MG,furniture_decor,Furniture,13110.0,23,10,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"73784,taquara,RS,2018-05-20 19:19:33,2018-05-20 19:38:20,2018-05-21 08:15:00,2018-06-08 20:44:32,2018-06-11,4,,,2018-06-09 00:00:00,2018-06-10 02:37:17,2018-05-22 19:38:20,349.0,24.15,55.0,801.0,4.0,350.0,1,credit_card,6,373.15,rio de janeiro,RJ,health_beauty,Beauty & Health,8694.0,22,19,18,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral"
"94333,caceres,MT,2018-02-27 22:17:09,2018-03-01 02:35:41,2018-03-08 00:09:39,2018-04-14 08:14:50,2018-03-28,1,,""muita demora na entrega, não dão satisfação "",2018-03-30 00:00:00,2018-04-02 01:10:24,2018-03-07 02:35:41,24.99,16.79,59.0,676.0,4.0,150.0,1,boleto,1,41.78,campinas,SP,telephony,Electronics,1904.0,29,46,37,Late,Late,Slow,Very Slow,Slow"
"62384,salvador,BA,2018-08-02 12:06:11,2018-08-02 13:05:11,2018-08-03 17:05:00,2018-08-14 22:54:47,2018-08-28,4,,,2018-08-15 00:00:00,2018-08-16 22:52:35,2018-08-06 13:05:11,99.0,18.84,60.0,538.0,1.0,3300.0,1,voucher,1,117.84,sao bernardo do campo,SP,musical_instruments,Electronics,8000.0,26,12,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"24376,feira de santana,BA,2018-07-24 22:47:34,2018-07-24 23:04:22,2018-07-25 13:51:00,2018-07-31 15:52:43,2018-08-14,5,,,2018-08-01 00:00:00,2018-08-02 13:46:38,2018-07-26 23:04:22,48.9,23.49,55.0,1681.0,2.0,600.0,1,credit_card,1,72.39,limeira,SP,baby,Fashion,3380.0,21,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"38640,rio de janeiro,RJ,2017-08-16 15:33:08,2017-08-16 16:10:12,2017-08-18 20:34:55,2017-08-29 15:20:05,2017-09-08,4,,,2017-08-30 00:00:00,2017-08-31 14:10:38,2017-08-22 16:10:12,18.9,15.1,51.0,121.0,1.0,300.0,1,credit_card,1,34.0,ibitinga,SP,bed_bath_table,Furniture,4800.0,23,13,11,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"104703,sao paulo,SP,2018-08-02 12:05:26,2018-08-04 04:10:41,2018-08-06 14:34:00,2018-08-09 18:36:39,2018-08-14,4,,,2018-08-10 00:00:00,2018-08-12 00:59:39,2018-08-07 04:10:41,27.5,15.29,48.0,157.0,1.0,250.0,1,boleto,1,128.37,curitiba,PR,agro_industry_and_commerce,Industry & Construction,510.0,12,7,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"35096,caratinga,MG,2017-06-07 11:48:48,2017-06-07 12:43:07,2017-06-07 15:58:40,2017-06-19 09:51:43,2017-06-30,5,,,2017-06-20 00:00:00,2017-06-22 20:21:38,2017-06-13 12:40:28,89.9,17.88,54.0,245.0,1.0,1383.0,1,credit_card,8,107.78,ibitinga,SP,bed_bath_table,Furniture,20000.0,23,12,12,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"107456,sao joao da boa vista,SP,2017-08-01 11:38:14,2017-08-01 11:50:21,2017-08-02 21:14:57,2017-08-07 18:13:58,2017-08-31,5,,,2017-08-08 00:00:00,2017-08-15 18:01:34,2017-08-07 11:50:21,49.9,11.85,46.0,419.0,4.0,200.0,1,credit_card,6,61.75,sao paulo,SP,fashion_bags_accessories,Fashion,880.0,30,6,5,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"96397,paulistana,PI,2017-10-30 14:23:56,2017-10-30 14:35:20,2017-10-31 22:03:07,2017-11-08 18:12:56,2017-11-28,5,,,2017-11-09 00:00:00,2017-11-09 14:45:42,2017-11-06 14:35:20,299.99,27.38,51.0,422.0,5.0,300.0,1,credit_card,5,350.0,salvador,BA,telephony,Electronics,2415.0,29,9,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"15042,sao paulo,SP,2018-02-06 15:50:36,2018-02-08 07:35:59,2018-02-14 21:57:32,2018-02-19 21:48:58,2018-02-22,5,,,2018-02-20 00:00:00,2018-02-21 11:24:26,2018-02-14 07:35:59,189.9,14.93,45.0,235.0,2.0,3000.0,1,boleto,1,819.32,pirituba,SP,sports_leisure,Entertainment,13500.0,16,13,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"87954,curitiba,PR,2017-07-15 18:05:13,2017-07-15 18:15:20,2017-07-17 19:44:33,2017-07-24 14:18:10,2017-08-08,5,,,2017-07-25 00:00:00,2017-07-27 19:49:30,2017-07-20 18:15:20,179.9,17.02,54.0,413.0,2.0,850.0,1,credit_card,1,196.92,rio claro,SP,garden_tools,Furniture,5616.0,24,9,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"57078,aracatuba,SP,2018-02-24 20:27:49,2018-02-25 18:35:29,2018-02-27 00:18:43,2018-03-05 17:25:01,2018-03-16,5,,,2018-03-06 00:00:00,2018-03-06 22:08:38,2018-03-01 18:35:29,22.99,11.85,31.0,600.0,2.0,500.0,1,boleto,1,34.84,sao paulo,SP,computers_accessories,Electronics,2736.0,20,9,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"67129,sao paulo,SP,2018-04-22 23:54:37,2018-04-24 19:28:58,2018-04-26 12:25:00,2018-05-02 19:37:46,2018-05-16,5,,Estou muito satisfeita com a minha compra e com o recebimento do produto; dentro do prazo!,2018-05-03 00:00:00,2018-05-03 23:15:03,2018-04-27 00:31:07,106.9,0.0,33.0,523.0,3.0,584.0,1,credit_card,3,106.9,guariba,SP,watches_gifts,Electronics,2288.0,24,10,6,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"48062,guaruja,SP,2017-03-18 12:17:37,2017-03-18 12:17:37,2017-03-20 09:06:06,2017-03-27 12:14:11,2017-04-10,5,,,2017-03-28 00:00:00,2017-03-29 12:16:21,2017-03-23 12:17:37,104.99,20.81,59.0,1164.0,4.0,6133.0,1,voucher,1,125.8,joinville,SC,toys,Entertainment,73920.0,23,9,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"88304,teresopolis,RJ,2017-09-07 20:55:17,2017-09-07 21:10:12,2017-09-08 14:32:26,2017-09-17 16:49:10,2017-09-27,4,,Tudo conforme anunciado! Recomendo!,2017-09-18 00:00:00,2017-09-18 20:55:09,2017-09-13 21:10:12,15.9,16.11,55.0,79.0,1.0,250.0,1,credit_card,1,0.27,sao paulo,SP,small_appliances,Electronics,13650.0,20,10,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"37812,lagoa santa,MG,2017-07-10 12:19:09,2017-07-10 12:30:16,2017-07-12 18:09:04,2017-07-26 00:39:30,2017-08-04,5,,Muito bom os produtos e foi entregs bem antes do prazo ,2017-07-26 00:00:00,2017-07-27 03:34:07,2017-07-19 12:30:16,45.95,15.1,39.0,161.0,2.0,350.0,1,credit_card,3,61.05,ibitinga,SP,bed_bath_table,Furniture,3800.0,25,16,14,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"87395,jandira,SP,2018-08-16 17:56:44,2018-08-16 18:10:29,2018-08-17 14:20:00,2018-08-22 13:34:45,2018-08-31,4,,,2018-08-23 00:00:00,2018-08-27 20:54:03,2018-08-20 18:10:29,48.0,77.42,50.0,187.0,1.0,8250.0,1,credit_card,10,125.42,botucatu,SP,garden_tools,Furniture,73440.0,15,6,5,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"79226,sao paulo,SP,2018-05-28 16:52:57,2018-05-28 17:16:01,2018-05-29 10:41:00,2018-05-30 15:12:34,2018-06-26,4,,,2018-05-31 00:00:00,2018-06-03 00:06:30,2018-06-07 17:16:01,760.0,10.87,40.0,434.0,1.0,1050.0,1,credit_card,8,1036.74,sao paulo,SP,health_beauty,Beauty & Health,4125.0,29,2,1,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"25211,itapolis,SP,2017-12-30 08:19:59,2017-12-30 08:30:40,2018-01-03 01:34:47,2018-01-12 21:39:13,2018-01-30,5,,Os produtos chegaram certinho no prazo estou muito satisfeita muito obrigado vcs estão de parabéns,2018-01-13 00:00:00,2018-01-14 01:22:46,2018-01-05 08:30:40,124.99,15.62,57.0,2440.0,1.0,375.0,1,credit_card,4,140.61,belo horizonte,MG,baby,Fashion,8120.0,31,13,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"57606,salvador,BA,2017-07-11 18:50:53,2017-07-11 19:03:37,2017-07-13 19:11:54,2017-07-21 18:43:11,2017-08-08,4,,,2017-07-22 00:00:00,2017-07-25 00:31:14,2017-07-17 19:03:37,31.9,15.79,24.0,718.0,2.0,200.0,1,credit_card,1,47.69,belo horizonte,MG,computers_accessories,Electronics,2378.0,28,10,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"10837,sao jose dos campos,SP,2018-07-25 12:54:02,2018-07-25 13:05:15,2018-07-25 18:08:00,2018-07-26 22:08:25,2018-08-02,5,,,2018-07-27 00:00:00,2018-07-28 17:57:04,2018-07-27 13:05:15,40.0,9.03,40.0,622.0,6.0,700.0,1,credit_card,2,49.03,sao paulo,SP,auto,Electronics,24000.0,8,1,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"60852,sao paulo,SP,2018-03-20 16:43:21,2018-03-20 16:56:06,2018-03-26 20:32:08,2018-04-13 22:58:22,2018-04-06,1,,,2018-04-08 00:00:00,2018-04-13 01:34:39,2018-03-26 16:56:06,185.0,17.26,56.0,156.0,1.0,750.0,1,credit_card,1,202.26,rio de janeiro,RJ,computers_accessories,Electronics,7920.0,17,24,18,OnTime/Early,Late,Neutral,Neutral,Neutral"
"107980,niteroi,RJ,2018-02-06 18:21:30,2018-02-07 03:32:08,2018-02-07 22:45:39,2018-02-16 18:32:12,2018-03-13,5,,,2018-02-17 00:00:00,2018-02-19 23:16:30,2018-02-20 02:32:08,250.0,16.59,55.0,255.0,1.0,150.0,1,boleto,1,839.77,sao jose do rio preto,SP,fashion_bags_accessories,Fashion,2646.0,35,10,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"4325,porto alegre,RS,2018-02-04 20:38:51,2018-02-04 20:56:13,2018-02-10 14:15:54,2018-03-01 19:35:41,2018-03-19,2,,""O prazo de entrega é muito longo, demora demais."",2018-03-02 00:00:00,2018-03-05 02:38:52,2018-02-16 20:56:13,89.9,17.88,59.0,471.0,1.0,1150.0,1,credit_card,2,107.78,ibitinga,SP,furniture_decor,Furniture,3000.0,43,25,19,OnTime/Early,OnTime/Early,Very Slow,Slow,Neutral"
"105208,aparecida,SP,2018-01-17 11:05:40,2018-01-18 11:11:08,2018-01-22 22:55:06,2018-01-30 22:58:44,2018-02-07,5,,,2018-01-31 00:00:00,2018-02-01 14:55:27,2018-01-24 11:11:08,128.9,13.24,38.0,2916.0,1.0,620.0,1,credit_card,10,142.14,sao paulo,SP,audio,Electronics,5865.0,21,13,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"51261,botucatu,SP,2017-07-29 15:05:21,2017-07-31 07:15:12,2017-07-31 18:39:35,2017-08-04 20:02:57,2017-08-18,1,,""Recomendaria a lojas americas, mas não os terceiros."",2017-08-05 00:00:00,2017-08-05 23:58:38,2017-08-04 07:15:12,229.99,17.24,55.0,985.0,1.0,1625.0,1,credit_card,5,494.46,sao paulo,SP,cool_stuff,Fashion,33792.0,20,6,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"45218,bauru,SP,2018-08-08 10:48:41,2018-08-10 03:25:44,2018-08-10 08:34:00,2018-08-15 20:38:34,2018-08-22,4,,,2018-08-16 00:00:00,2018-08-17 12:09:41,2018-08-14 03:25:15,68.0,14.06,50.0,1005.0,1.0,850.0,1,boleto,1,82.06,mogi das cruzes,SP,bed_bath_table,Furniture,4680.0,14,7,5,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"93820,brasilia,DF,2017-11-10 16:21:05,2017-11-10 16:46:18,2017-11-14 18:53:23,2017-11-27 18:49:03,2017-12-01,4,,,2017-11-28 00:00:00,2017-12-02 13:49:50,2017-11-17 16:46:18,24.9,14.1,36.0,341.0,6.0,145.0,1,credit_card,1,39.0,sao paulo,SP,telephony,Electronics,1045.0,21,17,13,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast"
"18414,sao bernardo do campo,SP,2018-08-20 15:37:16,2018-08-20 16:49:53,2018-08-22 15:32:00,2018-08-27 22:14:22,2018-08-30,4,,,2018-08-28 00:00:00,2018-09-01 11:36:00,2018-08-22 16:49:53,29.99,15.28,54.0,436.0,1.0,1000.0,1,credit_card,1,45.27,floresta,PR,sports_leisure,Entertainment,16000.0,10,7,5,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"51912,garanhuns,PE,2017-07-01 04:22:21,2017-07-01 04:30:09,2017-07-04 14:32:15,2017-07-12 17:13:39,2017-08-02,5,,,2017-07-13 00:00:00,2017-07-13 23:39:02,2017-07-06 04:30:09,50.0,34.15,23.0,652.0,2.0,575.0,1,credit_card,10,336.6,rio de janeiro,RJ,cool_stuff,Fashion,16640.0,32,11,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"27027,sao paulo,SP,2018-07-25 19:02:13,2018-07-25 19:10:15,2018-07-31 12:41:00,2018-08-01 13:26:50,2018-08-02,5,,,2018-08-02 00:00:00,2018-08-02 20:01:19,2018-07-31 19:10:15,119.0,39.43,50.0,544.0,4.0,18150.0,1,credit_card,5,158.43,guarulhos,SP,housewares,Home & Garden,102500.0,8,7,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"75932,nova esperanca do sul,RS,2018-05-02 18:38:11,2018-05-02 19:15:46,2018-05-03 13:35:00,2018-05-09 23:48:44,2018-06-04,4,,,2018-05-10 00:00:00,2018-05-11 14:00:30,2018-05-08 19:15:46,27.9,18.23,34.0,336.0,2.0,300.0,1,credit_card,6,230.65,ribeirao pires,SP,health_beauty,Beauty & Health,2160.0,33,7,6,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"36880,sao paulo,SP,2017-06-27 11:58:13,2017-06-28 02:25:24,2017-06-28 13:39:43,2017-07-03 18:04:03,2017-07-17,5,,,2017-07-04 00:00:00,2017-07-05 14:58:05,2017-07-04 02:25:24,24.9,11.85,58.0,58.0,1.0,200.0,1,boleto,1,36.75,piracicaba,SP,bed_bath_table,Furniture,600.0,20,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"81167,sao paulo,SP,2018-08-02 12:06:09,2018-08-02 13:04:24,2018-08-03 15:46:00,2018-08-06 17:39:25,2018-08-10,4,Muito bom,,2018-08-07 00:00:00,2018-08-08 11:28:14,2018-08-06 13:04:24,118.4,15.93,39.0,572.0,1.0,475.0,1,credit_card,2,268.66,belo horizonte,SP,perfumery,Beauty & Health,2520.0,8,4,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast"
"87672,barueri,SP,2018-05-21 21:41:26,2018-05-22 00:32:41,2018-05-23 13:55:00,2018-06-04 23:23:41,2018-06-13,5,,,2018-06-05 00:00:00,2018-06-06 16:03:07,2018-05-28 00:31:38,68.9,19.45,60.0,481.0,4.0,600.0,1,credit_card,4,88.35,rio grande,RS,garden_tools,Furniture,1862.0,23,14,12,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"107125,sao luis,MA,2017-06-02 19:34:55,2017-06-02 19:45:20,2017-06-05 19:17:03,2017-06-21 17:42:18,2017-07-17,5,,,2017-06-21 00:00:00,2017-06-21 22:59:11,2017-06-08 19:45:20,29.9,21.15,53.0,133.0,5.0,150.0,1,credit_card,2,51.05,sete lagoas,MG,fashion_bags_accessories,Fashion,1584.0,45,19,16,OnTime/Early,OnTime/Early,Very Slow,Neutral,Neutral"
"44428,uberaba,MG,2017-05-26 14:26:53,2017-05-26 14:42:33,2017-06-01 13:57:44,2017-06-14 16:07:43,2017-06-26,4,,,2017-06-15 00:00:00,2017-06-16 11:10:41,2017-06-01 14:42:33,19.9,25.63,53.0,185.0,1.0,300.0,1,credit_card,2,45.53,jaguaruna,SC,bed_bath_table,Furniture,1425.0,31,19,13,OnTime/Early,OnTime/Early,Slow,Neutral,Fast"
"48244,governador valadares,MG,2018-01-22 18:33:35,2018-01-22 18:57:13,2018-01-23 16:24:54,2018-01-31 15:46:40,2018-02-16,5,,Produto ecxelente,2018-02-01 00:00:00,2018-02-03 18:42:43,2018-01-26 18:57:13,79.9,16.32,36.0,529.0,2.0,650.0,2,voucher,1,50.0,sao paulo,SP,toys,Entertainment,5460.0,25,9,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"107152,juiz de fora,MG,2018-03-30 20:48:54,2018-03-30 21:07:35,2018-04-03 01:52:51,2018-04-13 23:26:36,2018-04-19,5,,gostei muito bacana,2018-04-14 00:00:00,2018-04-17 16:44:47,2018-04-04 21:07:35,24.9,15.2,49.0,459.0,5.0,150.0,1,credit_card,4,40.1,sete lagoas,MG,fashion_bags_accessories,Fashion,1584.0,20,14,10,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"44144,garopaba,SC,2017-06-08 22:46:23,2017-06-08 22:55:08,2017-06-14 08:05:16,2017-06-22 08:34:03,2017-07-04,5,,Ótimo recomendo é ótimo,2017-06-20 00:00:00,2017-06-20 15:44:09,2017-06-15 22:55:08,338.5,79.39,60.0,490.0,4.0,18600.0,1,credit_card,10,417.89,ibitinga,SP,bed_bath_table,Furniture,113680.0,26,14,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"25485,luis eduardo magalhaes,BA,2017-09-13 18:10:19,2017-09-13 18:25:44,2017-09-14 18:10:10,2017-09-25 16:52:12,2017-10-06,5,,,2017-09-26 00:00:00,2017-09-29 16:55:23,2017-09-19 18:25:44,388.0,25.59,60.0,868.0,2.0,12750.0,1,credit_card,10,413.59,santa barbara d´oeste,SP,baby,Fashion,78584.0,23,12,11,OnTime/Early,OnTime/Early,Neutral,Fast,Fast"
"107211,bauru,SP,2017-08-21 10:44:46,2017-08-23 14:35:57,2017-08-24 19:05:12,2017-08-28 20:05:11,2017-09-11,5,,,2017-08-29 00:00:00,2017-08-30 12:42:52,2017-08-29 14:30:07,40.0,11.85,38.0,291.0,1.0,100.0,1,voucher,1,51.85,aracatuba,SP,fashion_bags_accessories,Fashion,612.0,21,7,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"65757,nova iguacu,RJ,2017-08-02 21:21:21,2017-08-02 21:30:10,2017-08-03 17:23:37,2017-08-09 17:09:13,2017-08-24,5,,,2017-08-10 00:00:00,2017-08-17 17:03:34,2017-08-08 21:30:10,29.0,14.1,56.0,179.0,3.0,200.0,1,credit_card,1,43.1,sao paulo,SP,watches_gifts,Electronics,640.0,22,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast"
"21799,sao paulo,SP,2018-08-24 20:24:26,2018-08-24 20:35:21,2018-08-27 10:44:00,2018-08-28 20:50:57,2018-08-31,5,Excelente,Recebi bem antes do prazo!! Recomendo 100%,2018-08-29 00:00:00,2018-08-30 00:44:33,2018-08-30 20:35:21,19.15,7.39,50.0,861.0,1.0,150.0,1,credit_card,1,26.54,sao paulo,SP,sports_leisure,Entertainment,1056.0,7,4,1,OnTime/Early,OnTime/Early,Very Fast,Very Fast,Very Fast"
"21206,brasilia,DF,2017-07-30 17:25:47,2017-07-30 17:44:19,2017-07-31 18:12:32,2017-08-07 20:39:56,2017-08-22,5,,,2017-08-09 00:00:00,2017-08-09 23:21:52,2017-08-03 17:44:19,72.0,12.75,57.0,1537.0,5.0,400.0,1,credit_card,1,84.75,goiania,GO,sports_leisure,Entertainment,7680.0,23,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast"
"94676,santo antonio,RN,2017-11-25 18:08:31,2017-11-25 18:18:29,2017-11-27 20:19:06,2017-12-08 00:19:01,2017-12-27,1,,""comprei 2 celular e so madarm 1, e nato fiscal comprando os dois"",2017-12-09 00:00:00,2017-12-10 12:13:20,2017-11-30 18:18:29,235.9,18.09,56.0,1892.0,4.0,450.0,1,credit_card,10,507.98,lauro de freitas,BA,telephony,Electronics,561.0,32,13,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"14249,bastos,SP,2017-11-06 08:07:10,2017-11-06 08:26:03,2017-11-06 19:02:52,2017-11-10 23:52:56,2017-12-08,5,,""a troca mais rápida do mundo. Estou realmente impressionado com a eficiência do stark. Não tive nenhuma burocracia, o produto da troca estava em minha casa em um piscar de olhos. Parabéns."",2017-11-11 00:00:00,2017-11-13 10:22:29,2017-11-16 08:26:03,130.0,49.44,35.0,650.0,2.0,11700.0,1,voucher,1,179.44,videira,SC,auto,Electronics,66139.0,32,4,4,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"79311,pentecoste,CE,2017-06-01 11:59:38,2017-06-02 13:05:29,2017-06-02 16:12:27,2017-06-13 16:58:27,2017-07-07,4,,""Adorei a rapidez com que chegou o produto, só não dou as 5 estrelas por quê ainda não usei, mas tudo foi ótimo chegou em perfeito estado nem lacrado e obrigado pelo brinde muito cheiroso o óleo amei"",2017-06-14 00:00:00,2017-06-15 03:04:17,2017-06-09 13:05:29,89.9,33.08,35.0,1659.0,3.0,3400.0,1,credit_card,10,122.98,lencois paulista,SP,health_beauty,Beauty & Health,18750.0,36,12,11,OnTime/Early,OnTime/Early,Slow,Fast,Fast"
"32509,morro agudo,SP,2018-06-29 16:03:27,2018-06-29 16:15:13,2018-07-02 13:50:00,2018-07-05 19:16:37,2018-07-30,5,Otima,Excelente,2018-07-06 00:00:00,2018-07-07 22:24:12,2018-07-05 16:15:13,86.57,44.41,29.0,415.0,1.0,4100.0,1,credit_card,6,130.98,claudio,MG,housewares,Home & Garden,36225.0,31,6,3,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast"
"104904,pelotas,RS,2018-03-17 16:38:49,2018-03-19 07:28:21,2018-03-23 23:08:42,2018-04-16 22:22:55,2018-04-19,3,Bom relógio entrega ruim,""Produto de qualidade, entrega muito demorada"",2018-04-17 00:00:00,2018-05-04 05:41:13,2018-03-23 07:28:21,467.0,21.15,34.0,468.0,1.0,425.0,1,credit_card,8,488.15,ribeirao preto,SP,audio,Electronics,2618.0,33,30,24,OnTime/Early,OnTime/Early,Slow,Slow,Neutral"
